,SELLER,REBOUND TYPE,COSTUMER ID,ORDER NUMBER,DATE ATTENDED,DATE DELIVERED,PRODUCT,UNIT AMOUNT,QUANTITY,Amount per Item/Total Amount,REASON,Charged (Fortnight/Month/Year Number),DAYS TO DELIVER
499,MATIAS EDUARDO V,PARTIAL,1830,40_1684153392000,,,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,2040,1,2040,WITHOUT MONEY,1Q/5/23,
500,MATIAS EDUARDO V,PARTIAL,1720,40_1684158241000,,,La Española Maiz Blanco 10x 500 G,174,1,174,WITHOUT MONEY,1Q/5/23,
501,MATIAS EDUARDO V,PARTIAL,2701,40_1683325020000,2023-06-05,2023-09-05,Mini Pamela Galletas Limon X 180 G,136,8,1088,OUT OF STOCK,1Q/5/23,92.0
502,MATIAS EDUARDO V,PARTIAL,2701,40_1683325020000,2023-06-05,2023-09-05,Nueva Chocopamela Galletas X 170 G,136,8,1088,OUT OF STOCK,1Q/5/23,92.0
503,MATIAS EDUARDO V,PARTIAL,2653,40_1683208332000,2023-05-05,2023-08-05,Free Repelente De Insectos En Aerosol X 150 Ml,425,12,5100,Product was not loaded onto the transport,1Q/5/23,92.0
504,MATIAS EDUARDO V,PARTIAL,1065,40_1683204778000,2023-05-05,2023-08-05,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1860,3,5580,WITHOUT MONEY,1Q/5/23,92.0
505,MATIAS EDUARDO V,PARTIAL,1046,40_1683118954000,2023-04-05,2023-07-05,Lulemuu Alfajor De Arroz Limon X 12,1053,1,1053,CLOSED,1Q/5/23,91.0
506,MATIAS EDUARDO V,PARTIAL,2675,40_1683119551000,2023-04-05,2023-07-05,Halconero Jugo De Limon X 500 Cc,198,1,198,CLOSED,1Q/5/23,91.0
507,MATIAS EDUARDO V,PARTIAL,1088,40_1683720336000,2023-11-05,,Trym's Papas Fritas Acanaladas Kettle Chori Con Chimi Sin Tacc X 60 G,205,2,410,OUT OF STOCK,1Q/5/23,
508,MATIAS EDUARDO V,PARTIAL,2724,40_1683777144000,2023-11-05,,Bay Biscuit Bizcochos Sabor Original X 35 G,75,10,750,OUT OF STOCK,1Q/5/23,
509,MATIAS EDUARDO V,PARTIAL,2661,40_1683983525000,,,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,2040,1,2040,CLOSED,1Q/5/23,
510,MATIAS EDUARDO V,PARTIAL,2623,40_1683981922000,,,Que Lo Paleo Barra Proteica Choco Negro X 12 U,2040,2,4080,OUT OF STOCK,1Q/5/23,
511,MAURICIO CHA,PARTIAL,1632,36_1677018799099,,,Nueva Chocopamela Galletas X 170 G,155,3,465,WITHOUT MONEY,2Q/FEB/23,
512,MAURICIO CHACHAGUA,PARTIAL,1632,36_1677018799099,,,Mafalda Triangulo Bandejax 150 G,154,3,462,WITHOUT MONEY,2Q/FEB/23,
513,MAURICIO CHACHAGUA,PARTIAL,143,36_1677503145712,,2023-03-03,Tosti Tostadas Gruesas Sin Sal X 200 G,179,12,2148,WITHOUT MONEY,2Q/FEB/23,
514,MAURICIO CHACHAGUA,PARTIAL,1632,36_1677194643270,,,Green Olive Aceite De Oliva Extra Intenso Petx 500 Cc,379,4,1516,WITHOUT MONEY,2Q/FEB/23,
515,MAURICIO CHACHAGUA,PARTIAL,1260,36_1677161656259,,,Arbanit Cubanitos Avellanas Displayx 12 Unidades,1120,1,1120,WITHOUT MONEY,2Q/FEB/23,
516,MAURICIO CHACHAGUA,PARTIAL,1260,36_1677161656259,,,DEC MIX FRUTOS SECOS ENERGIA X 250G,299,5,1495,WITHOUT MONEY,2Q/FEB/23,
517,MAURICIO CHACHAGUA,PARTIAL,1260,36_1677161656259,,,Arbanit Cubanitos Mani Displayx 12 Unidades,1120,1,1120,WITHOUT MONEY,2Q/FEB/23,
518,MAURICIO CHACHAGUA,PARTIAL,1632,36_1677193762850,,,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1440,1,1440,WITHOUT MONEY,2Q/FEB/23,
519,MAURICIO CHACHAGUA,PARTIAL,143,36_1676928620081,,,Dec Mix Frutos Secos Salado X 250 G,250,12,3000,WITHOUT MONEY,2Q/FEB/23,
520,MAURICIO CHACHAGUA,PARTIAL,143,36_1676928620081,,,Dec Mix Frutos Secos Runner X 250 G,790,6,4740,WITHOUT MONEY,2Q/FEB/23,
521,MAURICIO CHACHAGUA,PARTIAL,813,36_1678899583658,,,LULEMUU MINI LIMU LIMON X 6U,920,2,1840,WITHOUT MONEY,2Q/MAR/23,
522,MAURICIO CHACHAGUA,PARTIAL,2474,36_1679063495192,,,Suiza Limpiador Flores De Primavera X 5 L,600,1,600,WITHOUT MONEY,2Q/MAR/23,
523,MAURICIO CHACHAGUA,PARTIAL,2378,36_1679061364916,,,Yerbacid Yerba Mate Hierbas Serranas X 500 G,255,2,510,WITHOUT MONEY,2Q/MAR/23,
524,MAURICIO CHACHAGUA,PARTIAL,10,36_1679312399585,,,Mini Pamela Galletas Coco X 180 G,136,8,1088,WITHOUT MONEY,2Q/MAR/23,
525,MAURICIO CHACHAGUA,PARTIAL,2488,36_1679324185359,,,FUN CHUPETIN CRAZY POP SANDIA TIRA X 20 U,1640,1,1640,WITHOUT MONEY,2Q/MAR/23,
526,MAURICIO CHACHAGUA,PARTIAL,877,36_1679490215563,,,FUN CHUPETIN DOGGY POP DISPLAY X6 U,2846,1,2846,WITHOUT MONEY,2Q/MAR/23,
527,MAURICIO CHACHAGUA,PARTIAL,1632,36_1679671540354,,,Pepsi Black Packx6 Latax 354 Cc,886,2,1772,WITHOUT MONEY,2Q/MAR/23,
528,MAURICIO CHACHAGUA,PARTIAL,422,36_1679579679352,,,LULEMUU DADITOS FRUTILLA X 120 G,162,1,162,WITHOUT MONEY,2Q/MAR/23,
529,MAURICIO CHACHAGUA,PARTIAL,2414,36_1679585456704,,,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,1,1800,WITHOUT MONEY,2Q/MAR/23,
530,MAURICIO CHACHAGUA,PARTIAL,2456,36_1679501303426,,,Lulemuu Snack Pizza X 50 G,71,3,213,WITHOUT MONEY,2Q/MAR/23,
531,MAURICIO CHACHAGUA,PARTIAL,2525,36_1679674333884,,,LA MINUCHA LECHE ENTERA X 1L,"216,25",8,1730,WITHOUT MONEY,2Q/MAR/23,
532,MAURICIO CHACHAGUA,PARTIAL,2387,36_1679929975649,,,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,1,1800,WITHOUT MONEY,2Q/MAR/23,
533,MAURICIO CHACHAGUA,PARTIAL,207,36_1679924097038,,,CANARIAS YERBA 500G,856,4,3424,WITHOUT MONEY,2Q/MAR/23,
534,MAURICIO CHACHAGUA,PARTIAL,764,36_1679933263675,,,PASO DE LOS TOROS POMELO BOTELLA X6 500 CC,912,1,912,CLOSED,2Q/MAR/23,
535,MAURICIO CHACHAGUA,TOTAL,1632,36_1680369291970,2023-03-04,2023-06-04,CANARIAS YERBA 500G,856,15,12840,WITHOUT MONEY,1Q/ABR/23,92.0
536,MAURICIO CHACHAGUA,TOTAL,2524,36_1680879790960,2023-08-04,2023-11-04,FUN CHUPETIN DOGGY POP DISPLAY X6 U,2846,1,2846,OUT OF STOCK,1Q/ABR/23,92.0
537,MAURICIO CHACHAGUA,TOTAL,2524,36_1680879790960,2023-08-04,2023-11-04,Maxisec Papel Higienico 60 Metros X 6 U,575,7,4025,NO REQUEST,1Q/ABR/23,92.0
538,MAURICIO CHACHAGUA,TOTAL,2524,36_1680879790960,2023-08-04,2023-11-04,Arrotuc Galleta De Arroz Integral Dulce X 12 U,120,20,2400,NO REQUEST,1Q/ABR/23,92.0
539,MAURICIO CHACHAGUA,TOTAL,2524,36_1680879790960,2023-08-04,2023-11-04,DEC MIX FRUTOS SECOS ENERGIA X 250G,299,8,2392,CLOSED,1Q/ABR/23,92.0
540,MAURICIO CHACHAGUA,TOTAL,2419,36_1680880849461,2023-08-04,2023-11-04,Arrotuc Galleta De Arroz Integral Dulce X 12 U,120,1,120,CLOSED,1Q/ABR/23,92.0
541,MAURICIO CHACHAGUA,TOTAL,2419,36_1680880849461,2023-08-04,2023-11-04,FUN CHUPETIN DOGGY POP DISPLAY X6 U,2846,2,5692,OUT OF STOCK,1Q/ABR/23,92.0
542,MAURICIO CHACHAGUA,TOTAL,2439,36_1680537378350,2023-04-04,2023-07-04,FUN CHUPETIN DOGGY POP DISPLAY X6 U,2846,1,2846,OUT OF STOCK,1Q/ABR/23,91.0
543,MAURICIO CHACHAGUA,TOTAL,1062,36_1680529385901,2023-04-04,2023-07-04,Maxisec Papel Higienico 60 Metros X 6 U,575,1,575,CLOSED,1Q/ABR/23,91.0
544,MAURICIO CHACHAGUA,TOTAL,1062,36_1680529385901,2023-04-04,2023-07-04,DEC MIX FRUTOS SECOS ENERGIA X 250G,299,3,897,CLOSED,1Q/ABR/23,91.0
545,MAURICIO CHACHAGUA,TOTAL,1062,36_1680529385901,2023-04-04,2023-07-04,Lulemuu Tostadas De Arroz Clasica X 120 G,120,5,600,CLOSED,1Q/ABR/23,91.0
546,MAURICIO CHACHAGUA,TOTAL,1062,36_1680529385901,2023-04-04,2023-07-04,Lulemuu Tostadas De Arroz Multi Semilla X 110 G,120,5,600,CLOSED,1Q/ABR/23,91.0
547,MAURICIO CHACHAGUA,TOTAL,1062,36_1680529385901,2023-04-04,2023-07-04,Dec Mix Frutos Secos Saludable X 35 G,5,10,50,CLOSED,1Q/ABR/23,91.0
548,MAURICIO CHACHAGUA,TOTAL,1062,36_1680529385901,2023-04-04,2023-07-04,Dec Mix Frutos Secos Saludable X 35 G,143,10,1430,CLOSED,1Q/ABR/23,91.0
549,MAURICIO CHACHAGUA,TOTAL,1062,36_1680529385901,2023-04-04,2023-07-04,Franks Bizcochitos Queso Sin Tacc X 100 G,275,10,2750,CLOSED,1Q/ABR/23,91.0
550,MAURICIO CHACHAGUA,TOTAL,1062,36_1680529385901,2023-04-04,2023-07-04,Pamela Galletas Rellenas Vainilla X 97 G,103,5,515,CLOSED,1Q/ABR/23,91.0
551,MAURICIO CHACHAGUA,PARTIAL,1101,36_1680042656699,2023-03-04,2023-06-04,FUN CHUPETIN DOGGY POP DISPLAY X6 U,2846,1,2846,CLOSED,1Q/ABR/23,92.0
552,MAURICIO CHACHAGUA,PARTIAL,1882,36_1680185711586,2023-03-04,2023-06-04,Arrotuc Galleta De Arroz Integral Dulce X 12 U,120,16,1920,CLOSED,1Q/ABR/23,92.0
553,MAURICIO CHACHAGUA,PARTIAL,1632,36_1680369052688,2023-03-04,2023-06-04,Pamela Galletas Rellenas Vainilla X 97 G,103,6,618,CLOSED,1Q/ABR/23,92.0
554,MAURICIO CHACHAGUA,PARTIAL,2387,36_1680534952234,2023-04-04,2023-07-04,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,2,3600,CLOSED,1Q/ABR/23,91.0
555,MAURICIO CHACHAGUA,PARTIAL,140,36_1680269970375,2023-01-04,2023-04-04,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,1,1800,CLOSED,1Q/ABR/23,90.0
556,MAURICIO CHACHAGUA,PARTIAL,140,36_1680269970375,2023-01-04,2023-04-04,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,CLOSED,1Q/ABR/23,90.0
557,MAURICIO CHACHAGUA,PARTIAL,877,36_168070891260,2023-05-04,2023-08-04,FUN CHUPETIN DOGGY POP DISPLAY X6 U,2846,1,2846,CLOSED,1Q/ABR/23,92.0
558,MAURICIO CHACHAGUA,PARTIAL,1420,36_1681046189243,2023-10-04,,Maxisec Papel Higienico 60 Metros X 6 U,575,6,3450,CLOSED,1Q/ABR/23,
559,MAURICIO CHACHAGUA,PARTIAL,302,36_1680968342397,2023-10-04,,DEC MIX FRUTOS SECOS ENERGIA X 250G,299,12,3588,Incorrectly assembled order,1Q/ABR/23,
560,MAURICIO CHACHAGUA,PARTIAL,140,36_1681139277108,2023-11-04,,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,OUT OF STOCK,1Q/ABR/23,
561,MAURICIO CHACHAGUA,PARTIAL,140,36_1681139277108,2023-11-04,,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,1,1800,NO REQUEST,1Q/ABR/23,
562,MAURICIO CHACHAGUA,PARTIAL,486,36_1681133009274,2023-11-04,,Arrotuc Galleta De Arroz Integral Sin Sal X 12 U,120,1,120,NO REQUEST,1Q/ABR/23,
563,MAURICIO CHACHAGUA,PARTIAL,143,36_1681132473574,2023-11-04,,DEC MIX FRUTOS SECOS ENERGIA X 250G,299,1,299,Damaged package,1Q/ABR/23,
564,MAURICIO CHACHAGUA,PARTIAL,143,36_1681132473574,2023-11-04,,Franks Bizcochitos Queso Sin Tacc X 100 G,275,2,550,WITHOUT MONEY,1Q/ABR/23,
565,MAURICIO CHACHAGUA,PARTIAL,2456,36_1681306090454,,,Mini Pamela Galletas Avena Y Pasas X 180 G,165,4,660,WITHOUT MONEY,1Q/ABR/23,
566,MAURICIO CHACHAGUA,PARTIAL,2456,36_1681306090454,,,DULCYPAS MADALENA VAINILLA PAQX 250G,220,2,440,OUT OF STOCK,1Q/ABR/23,
567,MAURICIO CHACHAGUA,PARTIAL,1632,36_1681395456303,,,Lulemuu Tostadas De Arroz Clasica X 120 G,120,2,240,Incorrectly assembled order,1Q/ABR/23,
568,MAURICIO CHACHAGUA,PARTIAL,1632,36_1681395456303,,,Lulemuu Tostadas De Arroz Multi Semilla X 110 G,120,2,240,Incorrectly assembled order,1Q/ABR/23,
569,MAURICIO CHACHAGUA,PARTIAL,2473,36_1681481962497,,,LULEMUU DADITOS FRUTILLA X 120 G,6,195,1170,Incorrectly assembled order,1Q/ABR/23,
570,MAURICIO CHACHAGUA,PARTIAL,2473,36_1681481962497,,,Dec Mix Frutos Secos Saludable X 35 G,5,143,715,Incorrectly assembled order,1Q/ABR/23,
571,MAURICIO CHACHAGUA,PARTIAL,2474,36_1681483780807,,,Dec Mix Frutos Secos Saludable X 35 G,143,2,286,Incorrectly assembled order,1Q/ABR/23,
572,MAURICIO CHACHAGUA,PARTIAL,2522,36_1680873567762,,,Arrotuc Galleta De Arroz Integral Dulce X 12 U,120,6,720,Incorrectly assembled order,1Q/ABR/23,
573,MAURICIO CHACHAGUA,PARTIAL,2522,36_1680873567762,,,DULCYPAS MADALENA VAINILLA PAQX 250G,220,2,440,OUT OF STOCK,1Q/ABR/23,
574,MAURICIO CHACHAGUA,PARTIAL,2522,36_1680873567762,,,DULCYPAS MADALENA CON DULCE DE LECHE PAQX 250G,220,2,440,NO REQUEST,1Q/ABR/23,
575,MAURICIO CHACHAGUA,TOTAL,1999,36_1681831345852,,,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,CLOSED,2Q/4/23,
576,MAURICIO CHACHAGUA,TOTAL,1999,36_1681831345852,,,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,1,1800,CLOSED,2Q/4/23,
577,MAURICIO CHACHAGUA,TOTAL,1999,36_1681831345852,,,DULCYPAS MADALENA VAINILLA PAQX 250G,220,10,2200,CLOSED,2Q/4/23,
578,MAURICIO CHACHAGUA,TOTAL,1999,36_1681831345852,,,Lulemuu Tostadas De Arroz Clasica X 120 G,120,13,1560,CLOSED,2Q/4/23,
579,MAURICIO CHACHAGUA,TOTAL,1999,36_1681831345852,,,Dec Mix Frutos Secos Saludable X 35 G,5,15,75,CLOSED,2Q/4/23,
580,MAURICIO CHACHAGUA,TOTAL,1999,36_1681831345852,,,Dec Mix Frutos Secos Saludable X 35 G,143,15,2145,CLOSED,2Q/4/23,
581,MAURICIO CHACHAGUA,PARTIAL,2414,36_1682005269784,,,Bay Biscuit Bizcochos Sabor Original X 35 G,75,3,225,NO REQUEST,2Q/4/23,
582,MAURICIO CHACHAGUA,PARTIAL,2472,36_1682692957570,,2023-01-05,Mirinda Packx6 Manzana Botellax 500 Cc,1003,5,5015,CLOSED,2Q/4/23,
583,MAURICIO CHACHAGUA,PARTIAL,2456,36_1682516820088,,,Dulcypas Madalena Madachoc Con Dulce De Leche Paqx 250 G,252,2,504,CLOSED,2Q/4/23,
584,MAURICIO CHACHAGUA,PARTIAL,2399,36_1682551726296,,,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,2,3600,CLOSED,2Q/4/23,
585,MAURICIO CHACHAGUA,PARTIAL,1062,36_1682344190491,,,La Española Lentejas X 400 G,371,10,3710,HIGH PRICE,2Q/4/23,
586,MAURICIO CHACHAGUA,PARTIAL,143,36_1682342318546,,,Dec Nuez Mariposa X 250 G,877,6,5262,WITHOUT MONEY,2Q/4/23,
587,MAURICIO CHACHAGUA,PARTIAL,143,36_1682342318546,,,Dec Pasta De Mani X 470 G,749,1,749,WITHOUT MONEY,2Q/4/23,
588,MAURICIO CHACHAGUA,PARTIAL,2489,36_1682377824566,,,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,WITHOUT MONEY,2Q/4/23,
589,MAURICIO CHACHAGUA,PARTIAL,140,36_1682351793052,,,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,Confusion between packages PEDIDAS,2Q/4/23,
590,MAURICIO CHACHAGUA,PARTIAL,140,36_1682351793052,,,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,1,1800,Confusion between packages PEDIDAS,2Q/4/23,
591,MAURICIO CHACHAGUA,PARTIAL,405,36_1682088694280,,,Dulcypas Bizcochos Dulces Paqx 200 G,113,8,904,WITHOUT MONEY,2Q/4/23,
592,MAURICIO CHACHAGUA,PARTIAL,1632,36_1681832425705,,,Dulcypas Bizcochos Dulces Paqx 200 G,113,5,565,WITHOUT MONEY,2Q/4/23,
593,MAURICIO CHACHAGUA,PARTIAL,2492,36_1681828381756,,,La Española Maiz Pisingallo X 500 G,152,10,1520,WITHOUT MONEY,2Q/4/23,
594,MAURICIO CHACHAGUA,PARTIAL,2452,36_1681921551890,,,Que Lo Paleo Barra Proteica Granola Frutos Y Semillas X 12 U,1800,1,1800,WITHOUT MONEY,2Q/4/23,
595,MAURICIO CHACHAGUA,PARTIAL,143,36_1681737218662,,,Suiza Cera En Pasta Roble Claro X 450 Cc,900,1,900,Damaged/broken product,2Q/4/23,
596,MAURICIO CHACHAGUA,PARTIAL,2385,36_1681745074243,,,La Minucha Fideos Tirabuzon X 500 Gr,130,2,260,NO REQUEST,2Q/4/23,
597,MAURICIO CHACHAGUA,PARTIAL,2582,36_1681575876402,,,Dulcypas Madalena Vainilla Paqx 250 G,220,1,220,Product was not loaded onto the transport,2Q/4/23,
598,MAURICIO CHACHAGUA,PARTIAL,1532,36_1683388546299,2023-08-05,2023-10-05,Fun Chupetin Doggy Pop Displayx 6 U,3920,1,3920,OUT OF STOCK,1Q/5/23,61.0
599,MAURICIO CHACHAGUA,PARTIAL,2415,36_1683240042913,2023-05-05,2023-07-05,La Española Arroz L F X 500 G,175,25,4375,CLOSED,1Q/5/23,61.0
600,MAURICIO CHACHAGUA,PARTIAL,1904,36_1683126034875,2023-04-05,2023-06-05,Nuestros Sabores Chips De Batata Merken X 80 G,145,3,435,CLOSED,1Q/5/23,61.0
601,MAURICIO CHACHAGUA,PARTIAL,1904,36_1683126034875,2023-04-05,2023-06-05,Nuestros Sabores Chips De Papa X 80 G,145,3,435,CLOSED,1Q/5/23,61.0
602,MAURICIO CHACHAGUA,PARTIAL,2399,36_1683127319986,2023-04-05,2023-06-05,Que Lo Paleo Barra Proteica Castañas X 12 U,2860,2,5720,CLOSED,1Q/5/23,61.0
603,MAURICIO CHACHAGUA,PARTIAL,2452,36_1683156205873,2023-04-05,2023-06-05,Nuestros Sabores Chips De Batata Merken X 80 G,145,2,290,CLOSED,1Q/5/23,61.0
604,MAURICIO CHACHAGUA,PARTIAL,2452,36_1683156205873,2023-04-05,2023-06-05,Nuestros Sabores Chips De Papa X 80 G,145,2,290,CLOSED,1Q/5/23,61.0
605,MAURICIO CHACHAGUA,PARTIAL,207,36_1682777439558,2023-02-05,2023-04-05,Palau Agua Sin Gas 12 Botellax 500 Cc,952,2,1904,CLOSED,1Q/5/23,59.0
606,MAURICIO CHACHAGUA,PARTIAL,207,36_1682777439558,2023-02-05,2023-04-05,Arbanit Cubanitos Mani Displayx 12 Unidades,1540,1,1540,CLOSED,1Q/5/23,59.0
607,MAURICIO CHACHAGUA,PARTIAL,2427,36_1683382058552,2023-08-05,2023-10-05,Suiza Limpiador Citronella X 900 Ml,162,2,324,OUT OF STOCK,1Q/5/23,61.0
608,MAURICIO CHACHAGUA,PARTIAL,2427,36_1683382058552,2023-08-05,2023-10-05,GRANDOTE ALFAJOR,2075,1,2075,OUT OF STOCK,1Q/5/23,61.0
609,MAURICIO CHACHAGUA,PARTIAL,2678,36_1683645905450,2023-10-05,2023-12-05,Nueva Chocopamela Galletas X 170 G,130,4,520,OUT OF STOCK,1Q/5/23,61.0
610,MAURICIO CHACHAGUA,PARTIAL,143,36_1683557061434,2023-09-05,2023-11-05,Franks Bizcochitos Queso Sin Tacc X 100 G,325,12,3900,NO REQUEST,1Q/5/23,61.0
611,MAURICIO CHACHAGUA,PARTIAL,2580,36_1683986232951,,,Franks Alfajor Con Mousse De Limon X 8 U,1235,4,4940,NO REQUEST,1Q/5/23,
612,MAURICIO CHACHAGUA,PARTIAL,1632,36_1683994811774,,,Tosti Tostadas Gruesas Multicereal X 200 G,250,5,1250,WITHOUT MONEY,1Q/5/23,
613,MAURICIO CHACHAGUA,PARTIAL,2488,36_1684259390055,,,Fun Chupetin Crazy Pop Frutilla Tirax 20 U,2255,1,2255,WITHOUT MONEY,1Q/5/23,
614,MAURICIO CHACHAGUA,PARTIAL,2582,36_1683996502950,,,La Española Avena Instantanea X 300 G,199,1,199,WITHOUT MONEY,1Q/5/23,
